17:02:25 [DEBUG] disk_inspector: Starting up
17:02:25 [DEBUG] disk_inspector: Getting disk info
17:02:25 [DEBUG] disk_inspector: 1 disks found
17:02:29 [DEBUG] disk_inspector: Disk is starting with 0 children
17:02:29 [DEBUG] disk_inspector: Reading all files
17:04:56 [DEBUG] disk_inspector: Counter above 100
17:04:56 [DEBUG] disk_inspector: Disk read reported complete
17:05:03 [DEBUG] disk_inspector::app: Disk read done
17:05:03 [DEBUG] disk_inspector::app: Disk read complete
17:05:03 [DEBUG] disk_inspector: Disk read thread complete
17:05:03 [DEBUG] disk_inspector: Disk is finishing with 30 children
17:05:03 [DEBUG] cursive::backend::curses::n: Unknown event: 00000000000000000000000000000100
17:05:03 [DEBUG] cursive::backend::curses::n: No event parsed?...
17:05:05 [DEBUG] disk_inspector: Beginning nav
17:05:05 [DEBUG] disk_inspector::inspector: Navigating /, with 30 children and 0 parents
17:08:50 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:08:50 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:08:50 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:08:50 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:08:50 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:08:50 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:08:50 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:08:50 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:08:50 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:08:50 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:08:50 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:08:50 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:08:50 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:08:50 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:08:50 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:08:50 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:08:50 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:08:51 [DEBUG] disk_inspector::view: In lambda, selected ..
17:08:56 [DEBUG] disk_inspector::inspector: Selected up
17:08:56 [DEBUG] disk_inspector::inspector: Navigating /Users/ray/Documents/rust/rusty-cpu/target, with 2 children and 6 parents
17:08:57 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:08:57 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 3 }]
17:08:57 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 3 }
17:08:57 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 3 }
17:08:57 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 3 }]
17:08:57 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 3 }
17:08:58 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:08:58 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 3 }]
17:08:58 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 3 }
17:08:58 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 3 }
17:08:58 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 3 }]
17:08:58 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 3 }
17:08:58 [DEBUG] disk_inspector::view: In lambda, selected /Users/ray/Documents/rust/rusty-cpu/target/debug
17:09:03 [DEBUG] disk_inspector::inspector: Selected /Users/ray/Documents/rust/rusty-cpu/target/debug
17:09:03 [DEBUG] disk_inspector::inspector: Cloning dir and children
17:09:03 [DEBUG] disk_inspector::inspector: Pre push
17:09:03 [DEBUG] disk_inspector::inspector: Post push
17:09:03 [DEBUG] disk_inspector::inspector: Navigating /Users/ray/Documents/rust/rusty-cpu/target/debug, with 19 children and 7 parents
17:09:04 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:04 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:04 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:04 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:04 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:04 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:05 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:06 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:07 [DEBUG] disk_inspector::view: In lambda, selected /Users/ray/Documents/rust/rusty-cpu/target/debug/deps
17:09:11 [DEBUG] disk_inspector::inspector: Selected /Users/ray/Documents/rust/rusty-cpu/target/debug/deps
17:09:11 [DEBUG] disk_inspector::inspector: Cloning dir and children
17:09:11 [DEBUG] disk_inspector::inspector: Pre push
17:09:11 [DEBUG] disk_inspector::inspector: Post push
17:09:11 [DEBUG] disk_inspector::inspector: Navigating /Users/ray/Documents/rust/rusty-cpu/target/debug/deps, with 1225 children and 8 parents
17:09:13 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:13 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:13 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:13 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:13 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:13 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:13 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:13 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:13 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:13 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:13 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:13 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:14 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:14 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:14 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:14 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:14 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:14 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:15 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:15 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:15 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:15 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:15 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:15 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:15 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:15 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:15 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:15 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:15 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:15 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:16 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:17 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:18 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:18 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:18 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:18 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:18 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:18 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:18 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:18 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:18 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:18 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:18 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:18 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
